id,word,meaning1,meaning2,meaning3,level
6659,mercy,merhamet,acıma,bağışlama,B2
6660,merge,birleşmek,kaynaşmak,bütünleşmek,B2
6661,merger,birleşme,şirket birleşmesi,kaynaşma,B2
6662,messenger,haberci,kurye,elçi,B2
6663,metaphor,metafor,eğretileme,mecaz,B2
6664,metric,metrik,ölçü birimi,ölçüsel,B2
6665,micro,mikro,çok küçük,minik,B2
6666,microbe,mikrop,bakteri,mikroorganizma,B2
6667,microcomputer,mikrobilgisayar,kişisel bilgisayar,küçük bilgisayar,B2
6668,micrometer/micrometre,mikrometre,mikron,ölçü aleti,B2
6669,microorganism,mikroorganizma,tek hücreli canlı,mikrop,B2
6670,microphone,mikrofon,ses alıcısı,mikro,B2
6671,microscope,mikroskop,büyüteç,inceleme aracı,B2
6672,microscopy,mikroskopi,mikroskop incelemesi,mikroskobik tetkik,B2
6673,mature,olgun,yetişkin,vadesi gelen,B2
6674,microwave,mikrodalga,mikrodalga fırın,radyo dalgası,B2
6675,mathematical,matematiksel,matematiğe ait,kesin,B2
6676,mastery,ustalık,hakimiyet,mükemmellik,B2
6677,madame,bayan,madam,hanımefendi,B2
6678,madness,delilik,çılgınlık,akılsızlık,B2
6679,maestro,müzik üstadı,şef,maestro,B2
6680,magnify,büyütmek,abartmak,önemli göstermek,B2
6681,malady,hastalık,dert,rahatsızlık,B2
6682,malaria,sıtmaya,sıtma hastalığı,humma,B2
6683,mama/mamma,anne,ana,mama,B2
6684,mango,mango,mango meyvesi,tropikal meyve,B2
6685,manipulate,yönlendirmek,idare etmek,hile yapmak,B2
6686,mansion,malikane,köşk,konak,B2
6687,manual,el kitabı,elle yapılan,manuel,B2
6688,manufacture,üretmek,imal etmek,imalat,B2
6689,manufacturer,üretici,imalatçı,sanayici,B2
6690,manufacturing,imalat,üretim,sanayi,B2
6691,marathon,maraton,uzun koşu,dayanıklılık yarışı,B2
6692,margin,kenar,pay,marj,B2
6693,marketing,pazarlama,pazarlamacılık,satış geliştirme,B2
6694,martial art,uzak doğu sporu,savunma sanatı,dövüş sanatı,B2
6695,mask,maske,gizlemek,maskelemek,B2
6696,massacre,katliam,toplu kıyım,kırgın,B2
6697,massage,masaj,ovma,masaj yapmak,B2
6698,masseur,masör,masaj uzmanı,erkek masöz,B2
6699,master,usta,efendi,yüksek lisans,B2
6700,masterpiece,başyapıt,şaheser,ustalık eseri,B2
6701,mate,"arkadaş, dost","eş, çift","kanka, meslektaş",B2
6702,madam,"bayan, hanımefendi","kadın, hanım",madam,B2
6703,midst,"orta, ortalık","arasında, içinde","merkez, ortası",B2
6704,migration,"göç, göç etme","taşınma, yer değiştirme","akın, göçüş",B2
6705,moonscape,ay manzarası,ay yüzeyi,çorak arazi,B2
6706,morality,"ahlak, ahlakçılık","töre, maneviyat",etik kurallar,B2
6707,morally,"ahlaken, manevi olarak",ahlaki yönden,vicdanen,B2
6708,mortal,"lümlü, ölen","ölümcül, ezeli","canlı, insan",B2
6709,mortar,"harç, sıva","havan, top",bağlantı maddesi,B2
6710,mortgage,"ipotek, konut kredisi","borçlanma, ipotek etmek",ev kredisi,B2
6711,mortify,"utandırmak, mahcup etmek",gururunu kırmak,eziyet etmek,B2
6712,mother-in-law,"kayınvalide, kaynana",kaynata eşin annesi,kayın ana,B2
6713,motion,"hareket, hamle","önerge, teklif","işaret, jest",B2
6714,motivated,"motive olmuş, istekli","güdümlü, hevesli",gayretli,B2
6715,motorbike,"motosiklet, motor",motorlu bisiklet,iki tekerlekli,B2
6716,motorist,"sürücü, şoför",motorlu araç sürücüsü,otomobilci,B2
6717,mournful,"yaslı, kederli","hüzünlü, üzgün",matemli,B2
6718,mover,"nakliyeci, taşıyıcı",önerge sahibi,etken güç,B2
6719,moving,"dokunaklı, etkileyici","hareketli, taşınma",yer değiştirme,B2
6720,muddy,"çamurlu, bulantılı","bulanık, pis",net olmayan,B2
6721,multiple,"çoklu, kat","çeşitli, müteaddit",kombine,B2
6722,multiply,"çarpmak, çoğaltmak","artmak, çoğalmak",üremek,B2
6723,mumble,"mırıldanmak, gevelemek",anlaşılmaz konuşmak,söylenmek,B2
6724,murmur,"mırıltı, fısıltı","hışırtı, uğultu",yakınma,B2
6725,muse,düşünceye dalmak,ilham perisi,derin düşünmek,B2
6726,investor,"yatırımcı, sermayedar",finansör,para yatıran,B2
6727,mustache/moustache,bıyık,bıyık kıl,üst dudak tüyü,B2
6728,mutability,değişkenlik,kararsızlık,değişebilirlik,B2
6729,moonlight,"ay ışığı, mehtap",gece aydınlığı,ayaz ışık,B2
6730,mighty,"kudretli, güçlü","azman, ulu",kuvvetli,B2
6731,moody,"huysuz, alıngan","kaprisli, melankolik",değişken ruhlu,B2
6732,momentary,"anlık, geçici",bir anlık,kısa süreli,B2
6733,mill,"değirmen, fabrika",talaş makinesi,öğütmek,B2
6734,millimeter/millimetre,milimetre,mm ölçü birimi,küçük ölçü,B2
6735,millionaire,milyoner,çok zengin kişi,varlıklı,B2
6736,mimic,taklit etmek,mimik,öykünmek,B2
6737,miniature,"minyatür, minik",küçük ölçekli,ufak,B2
6738,minister,"bakan, papaz","rahip, elçi",görevli,B2
6739,mint,"nane, darphane","taze, kusursuz",para basmak,B2
6740,misconception,yanlış anlama,"yanılgı, yanlış fikir",hatalı kanı,B2
6741,misfortune,"talihsizlik, şanssızlık","felaket, musibet",kötü şans,B2
6742,misleading,"yanıltıcı, aldatıcı",şüphe uyandıran,hataya sürükleyen,B2
6743,missile,"füze, güdümlü mermi",atılan cisim,roket,B2
6744,mist,"sis, pus","buğu, hafif duman",gözyaşı perdesi,B2
6745,mistreat,kötü davranmak,"hırpalamak, zulmetmek",istismar etmek,B2
6746,mistrustful,"güvensiz, kuşkucu",şüpheci,inanmayan,B2
6747,misunderstand,yanlış anlamak,yanlış yorumlamak,idrak edememek,B2
6748,mixture,"karışım, entegrasyon","alaşım, bileşim",harman,B2
6749,mobility,"hareketlilik, mobilite",akışkanlık,taşınabilirlik,B2
6750,mock,"alay etmek, dalga geçmek","sahte, taklit",prova sınavı,B2
6751,modernization/modernisation,modernleşme,çağdaşlaştırma,yenileştirme,B2
6752,modernize/modernise,modernleştirmek,çağdaşlaştırmak,yenilemek,B2
6753,modest,alçakgönüllü,mütevazı,ölçülü,B2
6754,modification,değişiklik,tadilat,modifikasyon,B2
6755,mogul,mogul,güçlü kimse,medya patronu,B2
6756,mold/mould,kalıp,küf,şekillendirmek,B2
6757,momentarily,anlık olarak,bir an,her an,B2
6758,monastery,manastır,keşişhane,rahibe manastırı,B2
6759,lyrics,şarkı sözleri,güfte,lirik şiirler,B2
6760,microscopic,mikroskobik,çok küçük,görünmez,B2
6761,keeper,bekçi,koruyucu,kaleci,B2
6762,kerosene,gazyağı,kerosen,gaz,B2
6763,keystroke,tuş vuruşu,tuşa basma,tuşlama,B2
6764,kneel,diz çökmek,çömelmek,dize gelmek,B2
6765,knot,düğüm,boğum,deniz mili,B2
6766,knowingly,bilerek,kasten,farkında olarak,B2
6767,known,bilinen,tanınmış,malum,B2
6768,label,etiket,etıketlemek,yafta,B2
6769,laborer/labourer,amele,işçi,günlükçü,B2
6770,lame,topal,aksak,inandırıcısız,B2
6771,lance,mızrak,kargı,lanset,B2
6772,karaoke,karaoke,müzikli eğlence,şarkı söyleme,B2
6773,landing,iniş,iskele,merdiven sahanlığı,B2
6774,landslide,heyelan,toprak kayması,ezici zafer,B2
6775,lap,kucak,tur,diz,B2
6776,laptop,dizüstü bilgisayar,taşınabilir PC,laptop,B2
6777,lark,tarda,tarlakuşu,şaka,B2
6778,laser,lazer,lazer ışını,lazer cihazı,B2
6779,last minute,son dakika,son an,son gün,B2
6780,lastly,en son,son olarak,netice olarak,B2
6781,last-minute,son dakika,son anki,son saniye,B2
6782,laundry,çamaşır,çamaşırhane,kirli çamaşır,B2
6783,lava,lav,magma,ateş akıntısı,B2
6784,landlady,ev sahibi kadın,kadın ev sahibi,kadın mülk sahibi,B2
6785,kangaroo,kanguru,keseli sıçan,kanguru türü,B2
6786,justify,haklı çıkarmak,gerekçelendirmek,mazur göstermek,B2
6787,jury,jüri,seçici kurul,hakem heyeti,B2
6788,invitingly,davetkar bir şekilde,cezbedici biçimde,çağrışımlı,B2
6789,invoke,başvurmak,yardım istemek,ileri sürmek,B2
6790,involvement,dahil olma,ilgi,karışma,B2
6791,ironically,ironik bir şekilde,alaycı bir şekilde,garip bir şekilde,B2
6792,irrational,akıldışı,mantıksız,ırsî olmayan,B2
6793,irresistible,konulmaz,baştan çıkarıcı,karşı konulmaz,B2
6794,irresistibly,karşı konulmaz şekilde,önüne geçilmez biçimde,cezbedici olarak,B2
6795,irresponsible,sorumsuzca,sorumsuz,girişken olmayan,B2
6796,irritated,öfkelenmiş,kızgın,tahriş olmuş,B2
6797,irritating,sinir bozucu,rahatsız edici,tahriş edici,B2
6798,irritation,öfke,rahatsızlık,tahriş,B2
6799,islander,adal,adalı,ada sakinleri,B2
6800,italicize/italicise,italik yazmak,eğik yazmak,italikleştirmek,B2
6801,itch,kaşınmak,kaşıntı,arzulamak,B2
6802,jaw,çene,çene kemiği,gevezelik etmek,B2
6803,jealously,kıskançlıkla,hasetle,titizlikle,B2
6804,jeopardize/jeopardise,tehlikeye atmak,riske atmak,zora sokmak,B2
6805,jeweler/jeweller,kuyumcu,mücevherci,sarraf,B2
6806,journalism,gazetecilik,jurnalizm,basın yayın,B2
6807,judo,judo,judo sporu,uzakdoğu güreşi,B2
6808,junk food,ambalajlı atıştırmalık,sağlıksız yiyecek,çöp gıda,B2
6809,juror,jüri üyesi,jüri,hakem heyeti üyesi,B2
6810,lawmaker,kanun yapıcı,milletvekili,yasama organı üyesi,B2
6811,lawn,çimenlik,çim alan,bahçe çimi,B2
6812,keen,istekli,hevesli,keskin,B2
6813,literal,kelimesi kelimesine,gerçek anlamlı,harfi harfine,B2
6814,lighten,hafifletmek,aydınlatmak,neşelenmek,B2
6815,lighting,aydınlatma,ışıklandırma,ışık düzeni,B2
6816,likewise,benzer şekilde,aynı şekilde,ayrıca,B2
6817,linen,keten,keten kumaş,çamaşır,B2
6818,liner,yolcu gemisi,astar,kalem göz kalemi,B2
6819,ling,morina balığı,süpürge otu,uzun boylu balık,B2
6820,linger,gecikmek,uzun sürmek,ayrılmamak,B2
6821,listener,dinleyici,radyo dinleyicisi,kulak veren,B2
6822,literally,kelimenin tam anlamıyla,gerçekten,harfi harfine,B2
6823,litter,çöp,çöplük,etrafa saçmak,B2
6824,loan,borç,kredi,ödünç vermek,B2
6825,lobby,kulis,antre,lobi yapmak,B2
6826,loneliness,yalnızlık,kimsesizlik,tek başınalık,B2
6827,long-distance,uzun mesafeli,şehirlerarası,uzak yol,B2
6828,long-term,uzun vadeli,uzun süreli,uzun dönemli,B2
6829,loosely,gevşekçe,üstünkörü,genel olarak,B2
6830,lousy,berbat,iğrenç,kalitesiz,B2
6831,lower,alt,düşürmek,alçaltmak,B2
6832,lowland,ova,alçak arazi,düzlük,B2
6833,lucrative,karlı,kazançlı,verimli,B2
6834,lawsuit,dava,mahkeme davası,hukuki süreç,B2
6835,lush,gür,yeşil,gösterişli,B2
6836,luxurious,lüks,görkemli,konforlu,B2
6837,lifetime,ömür,yaşam boyu,hayat boyu,B2
6838,lifeless,cansız,ölü,donuk,B2
6839,limb,uzuv,kol ve bacak,büyük dal,B2
6840,leek,pırasa,pırasa bitkisi,yeşil sebze,B2
6841,leak,sızıntı,sızdırmak,bilgi sızdırmak,B2
6842,learning,öğrenme,öğrenim,ilim,B2
6843,lease,kira sözleşmesi,kiralamak,leasing,B2
6844,leash,tasma,tasma kayışı,bağlamak,B2
6845,lecturer,öğretim görevlisi,konuşmacı,okutman,B2
6846,lid,kapak,göz kapağı,tapa,B2
6847,legend,efsane,rivayet,harita açıklaması,B2
6848,legendary,efsanevi,dillere destan,masalsı,B2
6849,legislate,kanun çıkarmak,yasa yapmak,düzenleme yapmak,B2
6850,layabout,tembel,aylak,misket,B2
6851,legislation,mevzuat,kanunlar,yasama,B2
6852,leaflet,broşür,el ilanı,yaprak,B2
6853,legislator,milletvekili,yasa koyucu,meclis üyesi,B2
6854,legislature,yasama organı,parlamento,meclis,B2
6855,legitimate,meşru,yasal,haklı,B2
6856,leisurely,acele etmeden,sakince,keyifli,B2
6857,lengthen,uzatmak,uzamak,boyunu uzatmak,B2
6858,lengthy,uzun,uzun süren,ayrıntılı,B2
6859,leopard,leopar,pars,benekli kedi,B2
6860,legislative,yasama ile ilgili,kanun yapıcı,yasama,B2
6861,lest,korkusuyla,olmasın diye,-mesin diye,B2
6862,liberal,özgürlükçü,hoşgörülü,cömert,B2
6863,lick,yalamak,yalamak (yüzey),alt etmek,B2
6864,nondescript,özelliksiz,sıradan,tanımsız,C1
6865,precision,kesinlik,hassasiyet,titizlik,C1
6866,silhouette,silüet,gölge,hatlar,C1
6867,personalize/personalise,kişiselleştirmek,şahsına mal etmek,kendine uyarlamak,C1
6868,apprentice,çırak,stajyer,acemi,C1
6869,limitless,sınırsız,uçsuz bucaksız,sonsuz,C1
6870,tailor,terzi,uyarlamak,özel yapmak,C1
6871,personalization/personalisation,kişiselleştirme,şahsileştirme,uyarlama,C1
6872,negligible,ihmal edilebilir,önemsiz,çok küçük,C1
6873,apprenticeship,çıraklık,staj,öğrenme dönemi,C1
6874,negligent,ihmalkar,kusurlu,özen göstermeyen,C1
6875,wry,alaycı,eğri,buruşuk,C1
6876,principally,başlıca,esas olarak,özellikle,C1
6877,altruism,özgecilik,başkalarını düşünme,iyilikseverlik,C1
6878,altruistic,özgeci,arkadaş canlısı,yardımsever,C1
6879,scenario,senaryo,senaryo taslağı,olay akışı,C1
6880,voluntary,gönüllü,ihtiyari,isteğe bağlı,C1
6881,voluntarily,gönüllü olarak,kendi isteğiyle,istemli,C1
6882,reap,hasat etmek,biçmek,meyvesini toplamak,C1
6883,paternal,baba tarafı,babalıkla ilgili,ata,C1
6884,maternal,anne tarafı,annelik,anaç,C1
6885,maternalistic,anaç tavırlı,aşırı korumacı anne,annelik baskılı,C1
6886,pathos,acı,duygusallık,hüzün,C1
6887,paternalistic,babacan,babaerkil,korumacı baskıcı,C1
6888,provisions,erzak,hükümler,koşullar,C1
6889,negligently,ihmalkarca,üstünkörü,kusurlu olarak,C1
6890,rendering,çeviri,sunum,işleme,C1
6891,poetess,kadın şair,şaire,kadın ozan,C1
6892,eccentrically,çılgınca,garip bir şekilde,alışılmadık tarzda,C1
6893,wryly,alaycı bir şekilde,eğri bir bakışla,acı acı,C1
6894,injustice,adaletsizlik,haksızlık,hak yeme,C1
6895,confide,sır vermek,içini dökmek,güvenmek,C1
6896,sentient,bilinçli,duyarlı,hisseden,C1
6897,sentiment,duygu,düşünce,dugusallık,C1
6898,sentimental,duygusal,romantik,hisseli,C1
6899,sentimentally,duygusal olarak,hisseten,romantikçe,C1
6900,tangle,dolaşık,düğümlenmek,karmaşa,C1
6901,tangled,karışık,dolaşık,karmaşık,C1
6902,untangle,çözmek,aydınlatmak,ayrıştırmak,C1
6903,untangled,çözülmüş,düzeltilmiş,aydınlanmış,C1
6904,perceptive,algısı kuvvetli,sezgili,anlayışlı,C1
6905,perceptively,sezgiyle,anlayışla,kavrayışla,C1
6906,outset,başlangıç,ilk an,başlama,C1
6907,tycoon,sanayici,iş adamı,milyarder,C1
6908,engross,büyülemek,ilgisini çekmek,meşgul etmek,C1
6909,engrossing,sürükleyici,büyüleyici,ilgi çekici,C1
6910,detritus,artık,yazgı,döküntü,C1
6911,detriment,zarar,ziyan,hasar,C1
6912,detrimental,zararlı,ziyanlı,olumsuz,C1
6913,detrimentally,zararlı biçimde,olumsuz olarak,ziyanlı şekilde,C1
6914,domestically,yurt içinde,ev içinde,ailevi olarak,C1
6915,domesticate,evcilleştirmek,alıştırmak,yerlileştirmek,C1
6916,domestication,evcilleştirme,alıştırma,yerlileşme,C1
6917,render,hale getirmek,sunmak,vermek,C1
6918,impoverished,yoksullaşmış,fakirleşmiş,güçsüzleşmiş,C1
6919,compromised,ödün verilmiş,tehlikeye girmiş,uzlaşılmış,C1
6920,unsustainably,sürdürülemez,devam ettirilemez,ölçüsüzce,C1
6921,intuitive,sezgisel,içgüdüsel,doğaçlama,C1
6922,intuitively,sezgisel olarak,içgüdüsel,anlık,C1
6923,marginal,marjinal,uç,önemsiz,C1
6924,marginally,azıcık,kısmen,önemsiz ölçüde,C1
6925,crude,kaba,ham,işlenmemiş,C1
6926,crudely,kaba bir şekilde,basitçe,hamca,C1
6927,strap,kayış,bağ,askı,C1
6928,strapping,iri yarı,sağlam,güçlü,C1
6929,scoff,alay etmek,küçümsemek,tiye almak,C1
6930,fiddly,uğraştırıcı,ince iş,titiz,C1
6931,fiddler,kemancı,çalgıcı,uğraşan,C1
6932,fiddle,keman,oyalanmak,düzenbazlık,C1
6933,unmusical,müzikal olmayan,kulaksız,uyumsuz,C1
6934,unmusically,müzik dışı,uyumsuzca,ritimsiz,C1
6935,repertory,repertuvar,dağar,hazne,C1
6936,concerto,konçerto,müzik eseri,senfoni,C1
6937,premier,başbakan,ilk gösterim,başlıca,C1
6938,fanatic,fanatik,gözü dönmüş,aşırı tutkun,C1
6939,fanatically,fanatikçe,aşırı şekilde,körükörüne,C1
6940,acoustically,akustik olarak,sesbilimsel,işitsel,C1
6941,acoustic,akustik,ses,kulakla ilgili,C1
6942,realism,gerçekçilik,realizm,hakikat,C1
6943,acoustics,akustik,ses bilimi,yankı bilimi,C1
6944,daunting,göz korkutucu,ürkütücü,zorlu,C1
6945,daunt,gözünü korkutmak,yıldırmak,ürkütmek,C1
6946,realist,gerçekçi,realist,nesnel,C1
6947,justly,haklı olarak,adaletle,doğruca,C1
6948,intuition,sezgi,içgüdü,önsezi,C1
6949,intuit,sezmek,içine doğmak,kavramak,C1
6950,reminiscent,anımsatan,çağrıştıran,hatırlatan,C1
6951,reminisce,hatırlamak,anı tazelemek,eski günleri yad etmek,C1
6952,sustainable,sürdürülebilir,devam ettirilebilir,tükenebilir olmayan,C1
6953,sustainably,sürdürülebilir şekilde,doğayı koruyarak,tüketmeden,C1
6954,bypass,atlamak,pas geçmek,çevreden dolaşmak,C1
6955,cynic,şüpheci,alaycı kimse,inançsız,C1
6956,cynical,alaycı,kuşkucu,iyiniyetsiz,C1
6957,cynically,alaycı bir şekilde,şüpheyle,inandırıcılıktan uzak,C1
6958,cynicism,alaycılık,kuşkuculuk,güvensizlik,C1
6959,sarcasm,iğneleme,taşlama,kinaye,C1
6960,sarcastic,iğneleyici,alaylı,kinayeli,C1
6961,sarcastically,iğneleyici bir dille,alayla,kinaye yaparak,C1
6962,misplace,yanlış yere koymak,kaybetmek,yerini unutmak,C1
6963,symptomatic,belirtisi olan,alamet olan,belirtisel,C1
6964,unsustainable,sürdürülemez,devam ettirilemez,temelsiz,C1
6965,degrade,bozmak,alçaltmak,değer düşürmek,C1
6966,degradation,bozulma,alçalma,kötüleşme,C1
6967,discourse,söylem,nutuk,konuşma,C1
6968,amid,arasında,ortasında,ortalıkta,C1
6969,hedgehog,kirpi,dikenli memeli,kirpi hayvanı,C1
6970,nocturnal,gececil,geceyle ilgili,geceleyin olan,C1
6971,hibernate,kış uykusuna yatmak,kışlamak,uykuya çekilmek,C1
6972,hibernation,kış uykusu,kışlama,uyku hali,C1
6973,convict,mahkum,suçlu bulmak,hükümlü,C1
6974,conviction,inanç,mahkumiyet,kanaat,C1
6975,latent,gizli,örtülü,belirsiz,C1
6976,snooze,kestirmek,şekerleme yapmak,hafif uyku,C1
6977,classy,kaliteli,ş וב,şık,C1
6978,wrench,ingiliz anahtarı,burmak,ani çekiş,C1
6979,degrading,alçaltıcı,onur kırıcı,küçültücü,C1
6980,refurbish,yenilemek,onarmak,dekore etmek,C1
6981,preach,vaaz vermek,öğüt vermek,savunmak,C1
6982,staggering,şaşırtıcı,dehşet verici,sarsıcı,C1
6983,dutiful,itaatkar,görev bilincinde,saygılı,C1
6984,dutifully,sadakatle,görev bilinciyle,itina ile,C1
6985,calorie,kalori,enerji birimi,besin değeri,C1
6986,fabulously,harika bir şekilde,inanılmaz derecede,muhteşemce,C1
6987,premises,bina,tesis,arazi,C1
6988,eclectic,seçmeci,çeşitli kaynaklardan,farklı stillerde,C1
6989,eclectically,seçmeci bir şekilde,farklı tarzları birleştirerek,çeşitli yollarla,C1
6990,revere,saygı duymak,hürmet etmek,yüceltmek,C1
6991,recognizable/recognisable,tanınabilir,seçilebilir,bilindik,C1
6992,recognizably/recognisably,kolayca tanınır şekilde,belli belirgin,görülür derecede,C1
6993,batter,hamur,hırpalamak,vurmak,C1
6994,unreliably,güvenilmez bir şekilde,istikrarsızca,şüpheli biçimde,C1
6995,waterfront,sahil,rıhtım,liman boyu,C1
6996,amply,bol bol,yeterince,geniş ölçüde,C1
6997,amplification,güçlendirme,büyütme,sesi artırma,C1
6998,battered,hırpalanmış,yıpranmış,dövülmüş,C1
6999,comply,uymak,boyun eğmek,riayet etmek,C1
7000,compliance,uyum,riayet,itaat,C1
7001,compliant,itaatkar,kurallara uygun,boyun eğen,C1
7002,compliantly,itaatkarca,boyun eğerek,uyumlu şekilde,C1
7003,blankness,ifadesizlik,boşluk,kansızlık,C1
7004,exuberant,coşkulu,gösterişli,gür,C1
7005,clutch,kavramak,debriyaj,pençe,C1
7006,sedately,ağırbaşlılıkla,sakin bir şekilde,ölçülü olarak,C1
7007,sedate,sakin,ağırbaşlı,yatıştırmak,C1
7008,posture,duruş,tavır,vücut pozisyonu,C1
7009,manicure,manikür,tırnak bakımı,el bakımı,C1
7010,supple,esnek,bükülgen,yumuşak,C1
7011,recess,teneffüs,oyuk,tatil,C1
7012,pedicure,pedikür,ayak bakımı,tırnak bakımı,C1
7013,facial,yüz,cilt bakımı,yüz ifadesi,C1
7014,bouquet,çiçek demeti,buke,hoş koku,C1
7015,refurbishment,yenileme,onarım,tadilat,C1
7016,grounds,gerekçe,arazi,telve,C1
7017,lethargy,uyuşukluk,haletsizlik,hayat belirtisizlik,C1
7018,lethargic,uyuşuk,halsiz,atıl,C1
7019,lethargically,uyuşuk bir şekilde,halsizce,ağırkanlılıkla,C1
7020,stately,görkemli,haşmetli,mağrur,C1
7021,exuberance,coşku,taşkınlık,bolluk,C1
7022,conserve,korumak,tasarruf etmek,reçel,C1
7023,disquieting,endişe verici,huzursuz edici,kaygı uyandıran,C1
7024,fiercely,şiddetle,vahşice,öfkeyle,C1
7025,grapefruit,greyfurt,ağaç kavunu,turunç meyvesi,C1
7026,exotically,egzotik bir şekilde,yabansı biçimde,alışılmadık tarzda,C1
7027,flask,matara,şişe,balonjoje,C1
7028,spacious,ferah,geniş,büyük,C1
7029,gourmet,gurme,leziz yemek,tatbilir,C1
7030,conjure,büyü yapmak,akla getirmek,yalvarmak,C1
7031,creamy,kremamsı,kaymaklı,yumuşak,C1
7032,sauna,sauna,buhar banyosu,sıcak oda,C1
7033,remedial,iyileştirici,düzeltici,telafi edici,C1
7034,conservatory,konservatuar,sera,kış bahçesi,C1
7035,exuberantly,coşkuyla,taşarak,aşırı bir şekilde,C1
7036,linear,çizgisel,doğrusal,boyutsal,C1
7037,linearly,doğrusal olarak,çizgisel biçimde,sırayla,C1
7038,startlingly,şaşırtıcı bir şekilde,ürkütücü biçimde,ani olarak,C1
7039,slack,gevşek,atıl,sarkık,C1
7040,slackly,gevşekçe,başından savma,ihmalkarca,C1
7041,unwavering,sarsılmaz,kararlı,değişmez,C1
7042,unwaveringly,sarsmazlıkla,kararlılıkla,tavizsiz,C1
7043,removed,uzak,kaldırılmış,uzaklaştırılmış,C1
7044,buffoon,soytarı,maskara,aptal kimse,C1
7045,beguiling,baştan çıkarıcı,büyüleyici,aldatıcı,C1
7046,beguilingly,büyüleyici bir şekilde,baştan çıkarıcı biçimde,aldatıcı şekilde,C1
7047,blithely,neşeyle,kaygısızca,umursamazca,C1
7048,stray,başıboş,kayıp,sapmak,C1
7049,mythological,mitolojik,efsanevi,masalsı,C1
7050,mythology,mitoloji,efsaneler bilimi,söylence,C1
7051,startling,şaşırtıcı,ürkütücü,korkutucu,C1
7052,venerate,saygı duymak,yüceltmek,tapınmak,C1
7053,ethical,etik,ahlaki,töresel,C1
7054,ethically,etik olarak,ahlaken,dürüstçe,C1
7055,heroine,kadın kahraman,başrol kadını,eroin,C1
7056,refreshing,ferahlatıcı,yenileyici,tazeleyici,C1
7057,zany,kaçık,delidolu,acayip,C1
7058,devotee,bağlı,meraklısı,taraftar,C1
7059,salve,merhem,ilaç,teselli,C1
7060,salvation,kurtuluş,kurtarış,selamet,C1
7061,salvage,kurtarma,enkaz,hurda,C1
7062,staccato,kesik,kısa sesli,kopuk,C1
7063,verve,canlılık,şevk,enerji,C1
7064,motley,alacalı,karma,renkli,C1
7065,veneration,saygı,hürmet,itibar,C1
7066,preacher,vaiz,hatip,nasihatçi,C1
7067,jersey,forma,kazak,kumaş,C1
7068,taut,gergin,sıkı,kazasız,C1
7069,flourish,gelişmek,serpilmek,parlamak,C1
7070,anchored,demirli,bağlı,sabitlenmiş,C1
7071,domination,tahakküm,egemenlik,üstünlük,C1
7072,dominant,baskın,egemen,üstün,C1
7073,dominantly,baskın olarak,çoğunlukla,egemen biçimde,C1
7074,interject,laf atmak,araya girmek,eklemek,C1
7075,interjection,nida,ünlem,araya girme,C1
7076,gush,fışkırmak,coşmak,akın,C1
7077,gushing,coşkulu,fışkıran,abartılı,C1
7078,gushingly,coşkuyla,abartılı şekilde,taşkınca,C1
7079,voracious,doymaz,açgözlü,hırslı,C1
7080,voraciously,açgözlülükle,doymaksızın,hırsla,C1
7081,tautly,gergin bir şekilde,sıkıca,gergin,C1
7082,sketchbook,çizim defteri,resim defteri,taslak defteri,C1
7083,prop,destek,sahne malzemesi,dayanak,C1
7084,imp,cüce,ufaklık,yaramaz çocuk,C1
7085,impish,yaramaz,fıkır fıkır,şeytani,C1
7086,impishly,yaramazcasına,maceracı,kurnazca,C1
7087,wicked,kötü,şer,günahkar,C1
7088,wickedly,kötü niyetle,fena halde,kurnazca,C1
7089,macabre,ürpertici,korkunç,ölümcül,C1
7090,gusto,zevk,iştiha,heves,C1
7091,tantamount,değerinde,aynı kapıya çıkan,denk,C1
7092,antics,tuhaflıklar,maskaralıklar,komiklikler,C1
7093,relapse,nüks,eski haline dönme,hastalığın nüksetmesi,C1
7094,impede,engellemek,geciktirmek,aksatmak,C1
7095,impediment,engel,mânia,kusur,C1
7096,recessive,çekinik,çekinici,resesif,C1
7097,succulent,sulubulu,etli,leziz,C1
7098,prolifically,verimli bir şekilde,bolca,üretken bir şekilde,C1
7099,convoluted,karmaşık,dolambaçlı,kıvrımlı,C1
7100,undaunted,cesur,korkusuz,yılmamış,C1
7101,gutsy,cesur,yürekli,gözü pek,C1
7102,deprivation,mahrumiyet,yoksunluk,elden çıkma,C1
7103,farce,komedi,sacmalik,güldürü,C1
7104,portray,tasvir etmek,canlandırmak,resmetmek,C1
7105,portrayal,tasvir,canlandırma,rol,C1
7106,elusive,ele avuca sığmaz,anlaşılması güç,kaçamak,C1
7107,elude,atlatmak,kaçınmak,kurtulmak,C1
7108,incisor,kesici diş,ön dişi,kesici,C1
7109,incision,kesi,kesik,yarık,C1
7110,chisel,keski,yontma,kalem,C1
7111,chiselled,yontulmuş,düzgün hatlı,keskin,C1
7112,gnaw,kemirmek,azar azar yemek,yıpratmak,C1
7113,elongate,uzatmak,boy atmak,uzamak,C1
7114,telltale,ifşa eden,göze çarpan,ispiyoncu,C1
7115,cavity,oyuk,boşluk,diş çürüğü,C1
7116,rustle,hışırdamak,hışırtı,hışırtı sesi,C1
7117,glean,derlemek,toplamak,öğrenmek,C1
7118,niche,niş,uzmanlık alanı,oyuk,C1
